id,類型,鄉鎮,name,幼兒園電話,addr,核定總招收人數,收費金額,center_longitude,center_latitudes,locality_ids,dist
487,私立,中山區,臺北市私立喬幼一江幼兒園,(02)25628898,臺北市中山區一江街21號1樓及2樓,41,108050.0,121.531523,25.052575,locality.63589095,中山區
488,私立,中山區,臺北市私立喬幼國際幼兒園,(02)25181888,臺北市中山區民權東路三段63、65、67號2樓至3樓,99,107800.0,121.5435269,25.0621576,locality.63589095,中山區
489,私立,信義區,臺北市私立喬伊幼兒園,(02)23460084,臺北市信義區忠孝東路五段524巷3弄27號1樓,28,74640.0,121.5803067,25.0410495,locality.63605479,信義區
490,私立,內湖區,臺北市私立喬治亞幼兒園,(02)27901110,臺北市內湖區內湖路二段334之1號,120,103500.0,121.588911,25.081639,locality.63613671,內湖區
491,準公共,文山區,臺北市私立惠生幼兒園,(02)22308526,臺北市文山區興隆路三段207巷10弄1、3、9號,90,70740.0,121.5608862,24.9945026,locality.63662823,文山區
492,準公共,大安區,臺北市私立惠真幼兒園,(02)27383431,臺北市大安區通化街143巷31號1樓至2樓,120,61704.0,121.5548595,25.0286678,locality.63654631,大安區
493,私立,內湖區,臺北市私立惠登幼兒園,(02)26335935,臺北市內湖區康寧路三段189巷52號1樓,15,55740.0,121.611232459122,25.07613505,locality.63613671,內湖區
494,準公共,南港區,臺北市私立惠群幼兒園,(02)26511256,臺北市南港區合順街8巷5弄5號1樓,16,70946.0,121.6191115,25.0420107,locality.63630055,南港區
495,私立,士林區,臺北市私立敦品幼兒園,(02)28366464,臺北市士林區忠誠路一段173巷13號1、2樓,32,88680.0,121.5313094,25.1080652,locality.63638247,士林區
496,私立,大安區,臺北市私立敦歆幼兒園,(02)27761626,臺北市大安區忠孝東路三段217巷2弄8號1樓,38,108600.0,121.5402082,25.04232055,locality.63654631,大安區
497,私立,北投區,臺北市私立晴晴幼兒園,(02)28239652,臺北市北投區致遠一路一段104巷19號1、2樓,30,52900.0,121.51555415,25.10982215,locality.63621863,北投區
498,私立,中正區,臺北市私立智寶園幼兒園,(02)23560362,臺北市中正區羅斯福路2段50號,39,90000.0,121.532735,25.015969,locality.63597287,中正區
499,私立,內湖區,臺北市私立森林學館幼兒園,(02)26577679,臺北市內湖區陽光街65號1樓,38,92480.0,121.587066,25.076754,locality.63613671,內湖區
500,私立,內湖區,臺北市私立湖畔小百合蒙特梭利幼兒園,(02)27946033,臺北市內湖區大湖山莊街85號,50,153000.0,121.601739,25.085606,locality.63613671,內湖區
501,私立,北投區,臺北市私立發現蒙特梭利幼兒園,(02)28232092,臺北市北投區文林北路80巷90弄41號1、2樓,42,111000.0,121.5203518,25.1064382,locality.63621863,北投區
502,私立,大安區,臺北市私立童年空間幼兒園,(02)27840326#14,臺北市大安區信義路四段265巷20弄18號1樓,24,114000.0,121.55431540000001,25.0347443,locality.63654631,大安區
503,私立,松山區,臺北市私立童欣幼兒園,(02)27662965,臺北市松山區富錦街396號、398號1樓,60,110100.0,121.5644077,25.0608816,locality.63671015,松山區
504,準公共,大安區,臺北市私立童馨幼兒園,(02)27320003,臺北市大安區樂業街182號2樓及184號2樓,50,69260.0,121.553424,25.01973,locality.63654631,大安區
505,私立,大安區,臺北市私立菁英幼兒園,(02)27718292,臺北市大安區新生南路一段119巷15號1樓,30,166602.0,121.5334374,25.0392424,locality.63654631,大安區
506,私立,大安區,臺北市私立菁英種子幼兒園,(02)27315785,臺北市大安區濟南路3段11號1樓,26,118200.0,121.533526,25.040173,locality.63654631,大安區
507,準公共,北投區,臺北市私立華民幼兒園,(02)28732423,臺北市北投區石牌路二段358號1、2樓,99,83700.0,121.521332,25.118997,locality.63621863,北投區
508,私立,內湖區,臺北市私立華泰大湖幼兒園,(02)27928335,臺北市內湖區大湖山莊街21巷2號2樓,53,112220.0,121.6023695,25.0863957,locality.63613671,內湖區
509,私立,內湖區,臺北市私立華泰幼兒園,(02)27928335,臺北市內湖區大湖山莊街21巷2號,60,115940.0,121.6023695,25.0863957,locality.63613671,內湖區
510,私立,內湖區,臺北市私立華泰種子幼兒園,(02)27928359,臺北市內湖區大湖山莊街97號1、2樓,51,114740.0,121.601826,25.085193,locality.63613671,內湖區
511,私立,大安區,臺北市私立華康幼兒園,(02)23914431,臺北市大安區金華街223之5號,31,123000.0,121.529287,25.029846,locality.63654631,大安區
512,私立,內湖區,臺北市私立華盛頓幼兒園,(02)26576155,臺北市內湖區瑞光路271號1樓至2樓,90,63700.0,121.576864,25.075156,locality.63613671,內湖區
513,私立,大安區,臺北市私立華菂幼兒園,(02)27350267,臺北市大安區安和路二段217巷30、32號1樓,90,156060.0,121.5508345,25.0259067,locality.63654631,大安區
514,私立,士林區,臺北市私立華邇街幼兒園,(02)28363379,臺北市士林區中山北路六段290巷7弄8號,70,76500.0,121.524755,25.103461,locality.63638247,士林區
515,私立,松山區,臺北市私立賀瑞幼兒園,(02)27127575,臺北市松山區南京東路四段53巷11弄1號,64,132000.0,121.5507007,25.0533207,locality.63671015,松山區
516,私立,信義區,臺北市私立逸仙幼兒園,(02)27224144,臺北市信義區逸仙路42巷6號1樓,38,95000.0,121.5625583,25.040204,locality.63605479,信義區
517,私立,大安區,臺北市私立陽光小屋幼兒園,(02)27070728,臺北市大安區瑞安街208巷14弄24號1樓,30,159000.0,121.5393947,25.0286881,locality.63654631,大安區
518,準公共,內湖區,臺北市私立陽光森林麗湖幼兒園,(02)27997707,臺北市內湖區內湖路二段103巷48號1樓,21,73980.0,121.580874,25.084524,locality.63613671,內湖區
519,私立,大安區,臺北市私立陽光寶貝幼兒園,(02)27038699,臺北市大安區新生南路1段133巷9號1、2樓,90,102150.0,121.535337,25.017768,locality.63654631,大安區
520,私立,松山區,臺北市私立圓圓幼兒園,(02)27121692,臺北市松山區慶城街20號1樓,240,97000.0,121.545787,25.054022,locality.63671015,松山區
521,私立,內湖區,臺北市私立塞凡提幼兒園,(02)26312809,臺北市內湖區民權東路六段296巷31弄4號1樓,19,114000.0,121.6075201,25.071267,locality.63613671,內湖區
522,私立,內湖區,臺北市私立塞凡提甜心幼兒園,(02)26331385,臺北市內湖區康寧路3段189巷42號,40,88500.0,121.617564,25.067879,locality.63613671,內湖區
523,私立,內湖區,臺北市私立塞凡提凱旋幼兒園,(02)26324058,臺北市內湖區民權東路六段296巷61號,30,144500.0,121.6075201,25.071267,locality.63613671,內湖區
524,私立,內湖區,臺北市私立奧斯福爾幼兒園,(02)26340258#192,臺北市內湖區康寧路三段16巷53號1樓至2樓,180,49800.0,121.60842,25.071374,locality.63613671,內湖區
525,私立,士林區,臺北市私立奧爾仕幼兒園,(02)28807531,臺北市士林區至善路二段1之1號1、2樓,150,122000.0,121.550586133247,25.10000755,locality.63638247,士林區
526,準公共,信義區,臺北市私立微笑幼兒園,(02)87323560,臺北市信義區和平東路3段341巷12號1、2樓,35,54780.0,121.546762,25.024633,locality.63654631,大安區
527,私立,士林區,臺北市私立微笑音符幼兒園,(02)88666629,臺北市士林區至誠路1段148號1樓及2樓,29,144000.0,121.5362522,25.1012069,locality.63638247,士林區
528,私立,大安區,臺北市私立愛英幼兒園,(02)23219844,臺北市大安區金山南路二段159巷3號,60,72000.0,121.5276026,25.0290185,locality.63654631,大安區
529,私立,中山區,臺北市私立愛迪兒幼兒園,(02)25222745,臺北市中山區松江路170巷17號2樓,33,90000.0,121.5316493,25.0560366,locality.63589095,中山區
530,私立,北投區,臺北市私立愛德恩幼兒園,(02)28721955,臺北市北投區石牌路二段303號,50,54902.0,121.521332,25.118997,locality.63621863,北投區
531,私立,士林區,臺北市私立愛樂芬幼兒園,(02)88111313,臺北市士林區社子街63巷8號1樓,21,66280.0,121.5068553,25.0883144,locality.63638247,士林區
532,私立,北投區,臺北市私立新天地幼兒園,(02)28960707,臺北市北投區中央北路4段32號,210,118000.0,121.495183,25.136359,locality.63621863,北投區
533,私立,中山區,臺北市私立新生幼兒園,(02)25414534,臺北市中山區新生北路2段125號1、2樓,390,123000.0,121.52775,25.056701,locality.63589095,中山區
534,私立,大安區,臺北市私立新生寶貝幼兒園,(02)23959817,臺北市大安區信義路2段230號2樓,220,123000.0,121.545524,25.03343,locality.63654631,大安區
535,準公共,北投區,臺北市私立新成功幼兒園,(02)28286318,臺北市北投區實踐街54號,90,158400.0,121.50902,25.115201,locality.63621863,北投區
536,私立,中山區,臺北市私立新自立幼兒園,(02)25964546,臺北市中山區吉林路407巷7號1樓,60,136000.0,121.5317812,25.0660579,locality.63589095,中山區
537,私立,中山區,臺北市私立新自立全人幼兒園,(02)25964546,臺北市中山區德惠街150號2樓及152號1、2樓,75,54900.0,121.531801,25.066559,locality.63589095,中山區
538,私立,北投區,臺北市私立新茗幼兒園,(02)28216602,臺北市北投區立農街二段257之1號1樓,20,232950.0,121.516116,25.118638,locality.63621863,北投區
539,私立,南港區,臺北市私立新莒光幼兒園,(02)26510502,臺北市南港區研究院路2段35巷13號1樓,41,66000.0,121.614477,25.0484532,locality.63630055,南港區
540,準公共,大安區,臺北市私立經緯幼兒園,(02)27045180,臺北市大安區復興南路二段160巷16號1樓,31,89300.0,121.542269,25.027843,locality.63654631,大安區
541,私立,信義區,臺北市私立聖幼幼兒園,(02)27599391,臺北市信義區虎林街232巷54號1樓,30,89000.0,121.5762038,25.035983,locality.63605479,信義區
542,私立,松山區,臺北市私立聖如幼兒園,(02)27180033,臺北市松山區復興北路361巷26號1樓,34,99000.0,121.54576702293,25.06103945,locality.63671015,松山區
543,私立,內湖區,臺北市私立聖安幼兒園,(02)26329810,臺北市內湖區民權東路六段296巷69號,40,75720.0,121.6075201,25.071267,locality.63613671,內湖區
544,私立,內湖區,臺北市私立聖育幼兒園,(02)27909417,臺北市內湖區內湖路三段60巷9、11號1樓至2樓,47,82842.0,121.5923518,25.08466545,locality.63613671,內湖區
545,準公共,萬華區,臺北市私立聖保羅幼兒園,(02)23753690,臺北市萬華區長沙街2段52號1樓、2樓,35,64644.0,121.5040773,25.0403531,locality.63679207,萬華區
546,私立,內湖區,臺北市私立聖喬治幼兒園,(02)26337996,臺北市內湖區民權東路六段296巷40號,150,109600.0,121.6075201,25.071267,locality.63613671,內湖區
547,準公共,北投區,臺北市私立聖德幼兒園,(02)28343465,臺北市北投區洲美街271號1樓,174,55026.0,121.5126864,25.0988128,locality.63621863,北投區
548,私立,松山區,臺北市私立聖儒幼兒園,(02)27173888,臺北市松山區復興北路361巷24號1樓,33,99000.0,121.54576702293,25.06103945,locality.63671015,松山區
549,私立,松山區,臺北市私立資幼幼兒園,(02)27674365,臺北市松山區富錦街372號1樓,34,96000.0,121.5644077,25.0608816,locality.63671015,松山區
550,準公共,北投區,臺北市私立資優兒幼兒園,(02)28231799,臺北市北投區文林北路80巷38弄10號1樓,30,,121.5194692,25.1063238,locality.63621863,北投區
551,私立,北投區,臺北市私立資優兒童幼兒園,(02)28949838,臺北市北投區中央北路一段179巷1號1樓,16,,121.498756,25.135291,locality.63621863,北投區
552,私立,北投區,臺北市私立道生幼兒園,(02)28922691,臺北市北投區中央北路三段188號1、2、3樓,270,108600.0,121.4831243,25.1372118,locality.63621863,北投區
553,私立,南港區,臺北市私立道生南港幼兒園,(02)27880661,臺北市南港區重陽路187巷1號1樓,70,115000.0,121.6087281,25.0566198,locality.63630055,南港區
554,私立,中山區,臺北市私立道明幼兒園,(02)25942294#1061,臺北市中山區吉林路378號1、2樓,270,67910.0,121.529873,25.064609,locality.63589095,中山區
555,私立,士林區,臺北市私立道思幼兒園,(02)28731515,臺北市士林區天母北路61號,100,100200.0,121.526701,25.121255,locality.63638247,士林區
556,私立,士林區,臺北市私立道爾敦幼兒園,(02)28730225,臺北市士林區中山北路七段224號,150,,121.532816,25.124999,locality.63638247,士林區
557,私立,南港區,臺北市私立達芬奇多元智能幼兒園,(02)27881098,臺北市南港區興華路32號1至4樓,30,71840.0,121.606055,25.054883,locality.63630055,南港區
558,私立,信義區,臺北市私立達德幼兒園,(02)27295967,臺北市信義區莊敬路423巷2弄4號及6號1樓,36,73905.0,121.56730105,25.027431,locality.63605479,信義區
559,私立,文山區,臺北市私立頌恩幼兒園,(02)22305679,臺北市文山區萬安街91號及93號1樓,53,97800.0,121.570889,25.00166,locality.63662823,文山區
560,私立,松山區,臺北市私立嘉勝幼兒園,(02)27648859,臺北市松山區三民路9-17、9-18、9-19、9-20號1樓,30,105985.0,121.5639435,25.0567412,locality.63671015,松山區
561,私立,松山區,臺北市私立嘉維幼兒園,(02)27648859,臺北市松山區三民路9-21、9-22、9-23、9-24號1樓,32,105985.0,121.5639435,25.0567412,locality.63671015,松山區
562,私立,中山區,臺北市私立嘉霖幼兒園,(02)25927525,臺北市中山區民權東路2段107號,220,106385.0,121.537543,25.062144,locality.63589095,中山區
563,私立,內湖區,臺北市私立嘉霙幼兒園,(02)26278523,臺北市內湖區陽光街116號1樓,23,77070.0,121.5804676,25.0741947,locality.63613671,內湖區
564,私立,大安區,臺北市私立嘟嘟幼兒園,(02)27218791,臺北市大安區光復南路96巷2之1號,40,75600.0,121.55637825,25.0437426,locality.63654631,大安區
565,私立,內湖區,臺北市私立夢想幼兒園,(02)27986455,臺北市內湖區文德路210巷8之3號2樓,40,,121.5838589,25.0775385,locality.63613671,內湖區
566,私立,萬華區,臺北市私立寧馨苑幼兒園,(02)23392488,臺北市萬華區西藏路239號1樓,34,,121.503657,25.029905,locality.63679207,萬華區
567,準公共,萬華區,臺北市私立慈愛幼兒園,(02)23078147,臺北市萬華區寶興街140巷23號、27號1、2樓,60,86400.0,121.493902,25.0240707,locality.63679207,萬華區
568,準公共,士林區,臺北市私立慈暉幼兒園,(02)28113589,臺北市士林區永平街46巷3弄9號,30,64868.0,121.5060274,25.0914572,locality.63638247,士林區
569,私立,大同區,臺北市私立榮星幼兒園,(02)25536699,臺北市大同區歸綏街303巷9號1樓及2樓,180,,121.508796,25.05877,locality.63646439,大同區
570,準公共,文山區,臺北市私立滬江高級中學附設幼兒園,(02)27279422,臺北市文山區羅斯福路六段336號,212,126000.0,121.538493,24.989279,locality.63662823,文山區
571,私立,大安區,臺北市私立滿兒圓幼兒園,(02)27543381,臺北市大安區仁愛路四段300巷20弄15號1樓,38,108000.0,121.55369485,25.03623245,locality.63654631,大安區
572,私立,士林區,臺北市私立熊寶貝幼兒園,(02)28363868,臺北市士林區士東路46巷26號1樓,165,94800.0,121.52758,25.111933,locality.63638247,士林區
573,私立,大安區,臺北市私立爾雅幼兒園,(02)27022953,臺北市大安區大安路二段160巷20號1樓,24,124000.0,121.5450761,25.0288099,locality.63654631,大安區
574,私立,士林區,臺北市私立種籽幼兒園,(02)28315266,臺北市士林區中山北路六段290巷11弄3號1樓,40,99800.0,121.52476,25.103586,locality.63638247,士林區
575,私立,士林區,臺北市私立精采童年幼兒園,(02)28717230,臺北市士林區天母北路42之2號,115,117350.0,121.526588,25.120668,locality.63638247,士林區
576,私立,松山區,臺北市私立維多利亞幼兒園,(02)27183809,臺北市松山區民權東路3段160巷19弄17號1樓,120,109800.0,121.5659,25.063287,locality.63671015,松山區
577,私立,中正區,臺北市私立維格幼兒園,(02)23816101,臺北市中正區廣州街8巷13號1樓,17,71000.0,121.5082657,25.0346596,locality.63597287,中正區
578,私立,中山區,臺北市私立蒙特梭利快樂園幼兒園,(02)25337952,臺北市中山區樂群二路188、190號1樓,34,104400.0,121.5572826,25.0801369,locality.63589095,中山區
579,私立,中山區,臺北市私立蒙特梭利欣兒園幼兒園,(02)85021515,臺北市中山區堤頂大道2段342、344號1、2樓、1樓夾層,63,,121.571853,25.07549,locality.63589095,中山區
580,私立,中山區,臺北市私立蒙特梭利花園幼兒園,(02)25329338,臺北市中山區明水路397巷7弄2號,40,82000.0,121.5462219,25.0779928,locality.63589095,中山區
581,私立,中正區,臺北市私立蒙特梭利童圓幼兒園,(02)23957517,臺北市中正區濟南路二段54-1號1至2樓,60,111900.0,121.529740143715,25.0408801,locality.63597287,中正區
582,私立,大安區,臺北市私立蒙特梭利愛兒園幼兒園,(02)27054343,臺北市大安區新生南路一段161巷4之9號1樓,32,119620.0,121.534509,25.034606,locality.63654631,大安區
583,私立,內湖區,臺北市私立廣教幼兒園,(02)27930308,臺北市內湖區成功路三段187巷35弄2號,36,78040.0,121.5918373,25.0792689,locality.63613671,內湖區
584,私立,士林區,臺北市私立德行幼兒園,(02)28368002,臺北市士林區中山北路6段290巷48.50號,90,106800.0,121.528123,25.09362,locality.63638247,士林區
585,私立,萬華區,臺北市私立德昌幼兒園,(02)23395958,臺北市萬華區德昌街166號2樓,25,75000.0,121.4961266,25.023976,locality.63679207,萬華區
586,準公共,萬華區,臺北市私立德明幼兒園,(02)23073007,臺北市萬華區萬大路449巷28弄3號1樓,90,57622.0,121.4992866,25.0204326,locality.63679207,萬華區
587,私立,北投區,臺北市私立德美蒙特梭利幼兒園,(02)28205120,臺北市北投區東華街二段92號,27,96000.0,121.5061304,25.1209048,locality.63621863,北投區
588,私立,松山區,臺北市私立德馨幼兒園,(02)25700768,臺北市松山區八德路三段12巷20弄18號1樓,23,63000.0,121.5507045,25.0466292,locality.63671015,松山區
589,準公共,信義區,臺北市私立慧光幼兒園,(02)27279422,臺北市信義區虎林街232巷66弄1號,120,69840.0,121.5762038,25.035983,locality.63605479,信義區
590,準公共,北投區,臺北市私立樂家幼兒園,(02)28288788,臺北市北投區實踐街6巷3弄11號1樓,29,72396.0,121.5082225,25.1150923,locality.63621863,北投區
591,準公共,北投區,臺北市私立潘蜜拉幼兒園,(02)28921534,臺北市北投區大屯路21巷21號1樓,90,54902.0,121.5008345,25.1438112,locality.63621863,北投區
592,準公共,內湖區,臺北市私立潭美幼兒園,(02)26319070,臺北市內湖區東湖路160巷10弄20、22、24號,52,66280.0,121.617104,25.0676917,locality.63613671,內湖區
593,私立,大安區,臺北市私立熱帶魚幼兒園,(02)27526136,臺北市大安區忠孝東路四段170巷24號1樓,40,118000.0,121.55076,25.0399243,locality.63654631,大安區
594,私立,大安區,臺北市私立磊心信義幼兒園,(02)27014947,臺北市大安區四維路76巷17號1樓,28,123000.0,121.5471968,25.0342612,locality.63654631,大安區
595,私立,大安區,臺北市私立磊心蒙特梭利幼兒園,(02)27014947,臺北市大安區信義路四段99巷30.32號1樓,40,123000.0,121.5471968,25.0342612,locality.63654631,大安區
596,私立,大安區,臺北市私立蔚思幼兒園,(02)27350269,臺北市大安區安和路二段217巷22、24、26號1、2樓,40,158400.0,121.5508345,25.0259067,locality.63654631,大安區
597,私立,大安區,臺北市私立蔚景幼兒園,(02)27042496,臺北市大安區復興南路1段313巷6號12樓,48,136000.0,121.543555,25.027729,locality.63654631,大安區
598,私立,文山區,臺北市私立樹人幼兒園,(02)29310558,臺北市文山區景華街121巷17弄9號,120,54900.0,121.545691,24.996835,locality.63662823,文山區
599,私立,大安區,臺北市私立樹屋幼兒園,(02)23782200#28,臺北市大安區樂利路11巷19號1樓,30,232950.0,121.5519283,25.0284221,locality.63654631,大安區
600,準公共,南港區,臺北市私立樹德幼兒園,(02)27854601,臺北市南港區東新街80巷11弄2號、4號,90,64098.0,121.58746735,25.0456132,locality.63630055,南港區
601,私立,北投區,臺北市私立橘子蒙特梭利幼兒園,(02)28584990,臺北市北投區知行路292巷6、8號1樓,90,122000.0,121.467305,25.121245,locality.63621863,北投區
602,私立,大安區,臺北市私立橘子樹幼兒園,(02)27087011,臺北市大安區瑞安街208巷2號及4號1樓,40,105000.0,121.540466,25.027926,locality.63654631,大安區
603,私立,士林區,臺北市私立翰諾幼兒園,(02)28362424,臺北市士林區德行東路61巷4號1、2樓,40,55600.0,121.529632,25.11082,locality.63638247,士林區
604,準公共,內湖區,臺北市私立融恩幼兒園,(02)87919961,臺北市內湖區金湖路16之11號1樓,22,82440.0,121.597619,25.081286,locality.63613671,內湖區
605,私立,松山區,臺北市私立親子坊幼兒園,(02)27612798,臺北市松山區健康路325巷16號1樓,25,,121.56635845488,25.05536055,locality.63671015,松山區
606,私立,大同區,臺北市私立親兒園蒙特梭利幼兒園,(02)2559-0888,臺北市大同區承德路2段47號,55,77760.0,121.517844,25.053438,locality.63646439,大同區
607,準公共,大安區,臺北市私立親親幼兒園,(02)27753636,臺北市大安區延吉街109號2樓,27,,121.554172,25.042615,locality.63654631,大安區
608,準公共,文山區,臺北市私立諾貝兒幼兒園,(02)29351301,臺北市文山區興隆路二段203巷112及114號1樓,22,74880.0,121.5483716,25.0022001,locality.63662823,文山區
609,私立,內湖區,臺北市私立諾貝爾內湖幼兒園,(02)26330368,臺北市內湖區金湖路417號2樓,30,99600.0,121.604728,25.073242,locality.63613671,內湖區
610,私立,內湖區,臺北市私立諾貝爾幼兒園,(02)26330368,臺北市內湖區金湖路415號1樓及417號1樓,62,89520.0,121.605207,25.073405,locality.63613671,內湖區
611,私立,內湖區,臺北市私立諾貝爾金湖幼兒園,(02)26330368,臺北市內湖區金湖路419號2樓,30,99600.0,121.605572,25.073341,locality.63613671,內湖區
612,私立,大安區,臺北市私立貓熊幼兒園,(02)27048016#22,臺北市大安區建國南路二段79巷33號,180,112020.0,121.5383444,25.0309109,locality.63654631,大安區
613,私立,中山區,臺北市私立龍江幼兒園,(02)25097435,臺北市中山區龍江路397巷12號1樓,20,70620.0,121.5425249,25.0655458,locality.63589095,中山區
614,私立,南港區,臺北市私立龍華幼兒園,(02)27867166,臺北市南港區玉成街247號,186,93300.0,121.5822209,25.0467148,locality.63630055,南港區
615,私立,內湖區,臺北市私立優幼園幼兒園,(02)27922182,臺北市內湖區成功路四段30巷11號1樓,19,111000.0,121.591256,25.081945,locality.63613671,內湖區
616,私立,北投區,臺北市私立優格幼兒園,(02)28710871,臺北市北投區石牌路二段315巷10弄10號2樓,19,90582.0,121.52268065,25.1224722,locality.63621863,北投區
617,私立,北投區,臺北市私立優格快樂幼兒園,(02)28718388,臺北市北投區石牌路二段315巷10弄10號1樓,40,90540.0,121.52268065,25.1224722,locality.63621863,北投區
618,準公共,松山區,臺北市私立優寶幼兒園,(02)27131091,臺北市松山區南京東路四段133巷6弄2號1、2樓,120,97200.0,121.554616,25.052688,locality.63671015,松山區
619,私立,中正區,臺北市私立聯華幼兒園,(02)23078855,臺北市中正區南海路110之1號1樓,90,71100.0,121.513897770567,25.0314047,locality.63597287,中正區
620,私立,北投區,臺北市私立薇閣國民小學附設幼兒園,(02)28911066,臺北市北投區珠海路50號1樓至2樓,600,71600.0,121.503661,25.139168,locality.63621863,北投區
621,準公共,北投區,臺北市私立藍天幼兒園,(02)28963620,臺北市北投區中和街392號1、2樓,32,75780.0,121.497757,25.144193,locality.63621863,北投區
622,私立,北投區,臺北市私立豐年幼兒園,(02)28925688,臺北市北投區中央北路二段95巷1弄40號,18,60300.0,121.496279,25.135969,locality.63621863,北投區
623,私立,松山區,臺北市私立豐村幼兒園,(02)27619160,臺北市松山區八德路四段106巷2弄4號1樓,29,132000.0,121.5606013,25.0479075,locality.63671015,松山區
624,私立,松山區,臺北市私立寶仁幼兒園,(02)27150971,臺北市松山區光復北路230巷1號1樓,55,111396.0,121.5544599,25.0562234,locality.63671015,松山區
625,私立,大安區,臺北市私立寶血幼兒園,(02)23631896,臺北市大安區泰順街60巷18弄8號,210,74400.0,121.5300083,25.0223749,locality.63654631,大安區
626,準公共,中正區,臺北市私立寶貝幼兒園,(02)23053874,臺北市中正區寧波西街181巷44號1、2樓,31,55398.0,121.515218,25.029781,locality.63597287,中正區
627,準公共,信義區,臺北市私立寶兒寶幼兒園,(02)23458112,臺北市信義區光復南路419巷17號1樓,60,66822.0,121.558953,25.0365,locality.63605479,信義區
628,私立,萬華區,臺北市私立寶興幼兒園,(02)23375171,臺北市萬華區寶興街228號1樓,54,60700.0,121.495551,25.023274,locality.63679207,萬華區
629,準公共,文山區,臺北市私立寶馨幼兒園,(02)86635966,臺北市文山區溪口街85巷7弄6號1樓,17,78792.0,121.5383296,24.9949571,locality.63662823,文山區
630,私立,中山區,臺北市私立蘊品幼兒園,(02)25322793,臺北市中山區基湖路147號1樓,37,147000.0,121.5651469,25.0805052,locality.63613671,內湖區
631,私立,松山區,臺北市私立馨兒園幼兒園,(02)25775928,臺北市松山區八德路三段12巷60號,40,140010.0,121.5507045,25.0466292,locality.63671015,松山區
632,私立,內湖區,臺北市私立櫻之圓蒙特梭利幼兒園,(02)87975200,臺北市內湖區環山路1段24巷10號1.2樓,40,117000.0,121.565617,25.082632,locality.63613671,內湖區
633,準公共,萬華區,臺北市私立歡樂童年幼兒園,(02)23018609,臺北市萬華區中華路二段428之4號1樓,27,64872.0,121.506007,25.027893,locality.63679207,萬華區
634,非營利,大安區,臺北市辛亥非營利幼兒園（委託社團法人中華婦幼發展協會辦理）,(02)27322374,臺北市大安區辛亥路三段11號1樓及2樓,144,0.0,121.543407,25.021037,locality.63654631,大安區
635,公立,大安區,臺北市和平實驗國民小學附設幼兒園,(02)27335900,臺北市大安區敦南街76巷28號,60,21588.0,121.546478839058,25.021483,locality.63654631,大安區
636,公立,松山區,臺北市松山區三民國民小學附設幼兒園,(02)27646080#511,臺北市松山區民權東路五段1號1樓,120,21588.0,121.564149,25.063751,locality.63671015,松山區
637,公立,松山區,臺北市松山區民族國民小學附設幼兒園,(02)27124872#710,臺北市松山區民生東路四段97巷7號1樓,180,21588.0,121.551392,25.059457,locality.63671015,松山區
638,公立,松山區,臺北市松山區民權國民小學附設幼兒園,(02)27652327#671,臺北市松山區民權東路四段200號1樓,212,21588.0,121.561649,25.062075,locality.63671015,松山區
639,公立,松山區,臺北市松山區西松國民小學附設幼兒園,(02)27609221#800,臺北市松山區三民路5號1樓及2樓,256,21588.0,121.5629,25.052771,locality.63671015,松山區
640,公立,松山區,臺北市松山區松山國民小學附設幼兒園,(02)27614924,臺北市松山區八德路四段746號1樓,182,21588.0,121.578716,25.05075,locality.63671015,松山區
641,公立,松山區,臺北市松山區健康國民小學附設幼兒園,(02)25282814#200,臺北市松山區延壽街168號1樓,90,21588.0,121.562766,25.056427,locality.63671015,松山區
642,公立,松山區,臺北市松山區敦化國民小學附設幼兒園,(02)27513310,臺北市松山區敦化北路2號1樓,120,21588.0,121.548038,25.049372,locality.63671015,松山區
643,非營利,信義區,臺北市信中非營利幼兒園（委託財團法人福智文教基金會辦理）,(02)2720-2271,臺北市信義區松仁路158巷1號,106,0.0,121.567385,25.02906,locality.63605479,信義區
644,公立,信義區,臺北市信義區三興國民小學附設幼兒園,(02)27368453#10,臺北市信義區基隆路二段99號,166,21588.0,121.558711,25.02917,locality.63605479,信義區
645,公立,信義區,臺北市信義區永吉國民小學附設幼兒園,(02)87858111#125,臺北市信義區松山路287巷5號,136,21588.0,121.57921,25.043271,locality.63605479,信義區
646,公立,信義區,臺北市信義區永春國民小學附設幼兒園,(02)27641314#108,臺北市信義區松山路225巷48號,220,21588.0,121.578404,25.04478,locality.63605479,信義區
647,公立,信義區,臺北市信義區光復國民小學附設幼兒園,(02)27585076#877,臺北市信義區光復南路271號,166,21588.0,121.558451,25.040651,locality.63605479,信義區
648,公立,信義區,臺北市信義區吳興國民小學附設幼兒園,(02)27200226#71,臺北市信義區松仁路226號,136,21588.0,121.568009,25.025639,locality.63605479,信義區
649,公立,信義區,臺北市信義區信義國民小學附設幼兒園,(02)27204005#871,臺北市信義區松勤街60號,180,21588.0,121.562924,25.031106,locality.63605479,信義區
650,公立,信義區,臺北市信義區博愛國民小學附設幼兒園,(02)23450616#633,臺北市信義區松仁路95巷20號,90,21588.0,121.570925,25.035473,locality.63605479,信義區
651,公立,信義區,臺北市信義區福德國民小學附設幼兒園,(02)27277992#61,臺北市信義區褔德街253號,136,21588.0,121.553171,25.047585,locality.63671015,松山區
