id,類型,鄉鎮,name,幼兒園電話,addr,核定總招收人數,收費金額
678,公立,萬華區,臺北市萬華區新和國民小學附設幼兒園,(02)23038298#58,臺北市萬華區西藏路125巷31號,120,21588
679,公立,萬華區,臺北市萬華區萬大國民小學附設幼兒園,(02)23037654#711,臺北市萬華區萬大路346號,90,21588
680,公立,萬華區,臺北市萬華區福星國民小學附設幼兒園,(02)23144668#172,臺北市萬華區中華路一段66號,150,21588
681,公立,萬華區,臺北市萬華區龍山國民小學附設幼兒園,(02)23082977#771,臺北市萬華區和平西路3段235號,114,21588
682,公立,萬華區,臺北市萬華區雙園國民小學附設幼兒園,(02)23083511,臺北市萬華區莒光路315號,106,21588
683,非營利,松山區,臺北市經國三民非營利幼兒園（委託財團法人經國管理暨健康學院辦理）,(02)27564213,臺北市松山區民生東路5段163-1號2樓,210,0
684,非營利,士林區,臺北市葫蘆非營利幼兒園（委託社團法人台灣公共托育協會辦理）,(02)28151220,臺北市士林區延平北路5段136巷1號1.2樓,150,0
685,非營利,文山區,臺北市樟新非營利幼兒園（委託社團法人台北市兒童托育協會辦理）,(02)86612696#7,臺北市文山區一壽街22號1樓及2樓,274,0
686,非營利,文山區,臺北市興福非營利幼兒園（委託財團法人三之三生命教育基金會辦理）,(02)29306640,臺北市文山區福興路80號,106,0
687,非營利,中山區,臺北市濱江非營利幼兒園（委託社團法人台北市教保人員協會辦理）,(02)85026191,臺北市中山區樂群二路262號,106,0
688,非營利,萬華區,臺北市雙中非營利幼兒園（委託財團法人台北市中華基督教青年會辦理）,(02)2336-3258,臺北市萬華區興義街2號,136,0
689,非營利,大安區,臺北市懷中非營利幼兒園（委託財團法人海棠文教基金會辦理）,(02)27114688,臺北市大安區忠孝東路3段248巷30號,258,0
690,私立,內湖區,臺北市璽典職場互助教保服務中心,(02)27948812,臺北市內湖區石潭路65號2樓,31,152500
691,私立,北投區,臺北榮民總醫院附設臺北市私立榮光幼兒園,(02)28757465,臺北市北投區石牌路二段201號1樓至3樓,99,55010
692,準公共,中正區,臺灣高等法院附設臺北市私立員工子女幼兒園,(02)23319976,臺北市中正區重慶南路一段136巷4號1樓,60,59460
693,私立,文山區,靜心學校財團法人臺北市私立靜心高級中等學校附設幼兒園,(02)29323118#192,臺北市文山區興隆路二段46號,410,68950
